days_per_funding,average_milestone_duration_days,funding_duration_days,amount_milestones,Fundingrounds,Fundingtotal,state,BusinessField,NumContributors,NumPartners,Status
1.4479071595910145,,0.788693168500253,,0.4389840371791607,0.07662636055554062,-0.7678117807678405,-0.6122228134056097,0.8314777697503969,-1.081468071273129,Failed
-0.11472807200627164,0.328263354210369,-0.18906931657175488,-0.16917250083253882,0.4389840371791607,-0.12510985663266483,1.1803786217108745,0.9321691070805507,1.9441352386094954,0.5801351971506793,Successful (Acquired)
-0.6956900613933726,-0.8115515755936498,-0.5950966839308495,-1.0685340009850113,-0.25474234277420227,-0.05710835357953115,-0.7678117807678405,-1.4702183247868097,0.27514903532084767,0.9955360142566314,Successful (Acquired)
0.09186700297864019,-0.8115515755936498,-0.05979991969888072,-1.0685340009850113,0.4389840371791607,-0.05734463399319736,-0.30395692303481314,-1.2986192225105697,-0.8375084335382509,-0.9430011322378117,Successful (Acquired)
0.11543825314470395,-0.8076301939544157,-0.2567405444649373,0.7301889993199335,-0.25474234277420227,-0.11239797037742301,0.15989793469821423,1.2753673116330306,0.27514903532084767,0.5801351971506793,Successful (Acquired)
-0.8995120481234534,,-0.6801195087197197,,-0.9484687227275651,-0.09628364616538786,1.1803786217108745,-1.3844187736486897,0.27514903532084767,-0.6660672541671769,Failed
-0.8995120481234534,-0.8115515755936498,-0.6801195087197197,-1.0685340009850113,-0.9484687227275651,-0.11239797037742301,-0.675040809221235,0.6747704536661906,1.387806504179946,-0.38913337609654225,Successful (Acquired)
1.6947120142709762,-0.8115515755936498,0.4020417510080097,-1.0685340009850113,-0.25474234277420227,0.10970561846880925,-0.7678117807678405,-1.3844187736486897,0.27514903532084767,1.1340029532919487,Successful (Acquired)
-0.8995120481234534,0.04592387618552032,-0.6801195087197197,1.629550499472406,-0.9484687227275651,-0.11239797037742301,-0.21118595148820765,-0.09742550657688956,-0.8375084335382509,-0.38913337609654225,Failed
-0.8995120481234534,-0.8115515755936498,-0.6801195087197197,-1.0685340009850113,-0.9484687227275651,-0.013160196637617107,-0.7678117807678405,-1.3844187736486897,-0.8375084335382509,-0.6660672541671769,Successful (Acquired)
0.6118210507594585,,0.26554252209526563,,0.4389840371791607,-0.06881434685771319,1.27314959325748,0.2457726979755905,0.27514903532084767,-0.5276003151318596,Failed
-0.8995120481234534,1.719046708925364,-0.6801195087197197,-0.16917250083253882,-0.9484687227275651,-0.09444065893879147,-0.7678117807678405,0.9321691070805507,-0.2811796991087016,-0.6660672541671769,Successful (Acquired)
0.019766708353033378,,-0.29664921732501925,,-0.25474234277420227,0.010467844729003348,-0.7678117807678405,0.07417359569935048,-0.2811796991087016,-0.9430011322378117,Successful (Acquired)
0.02808597311752647,1.0393405581248027,0.09376171282795637,0.7301889993199335,1.1327104171325235,-0.11476078869090987,1.1803786217108745,-1.64181742706305,-0.8375084335382509,0.026267441009409847,Successful (Acquired)
0.07106884106740745,-0.8115515755936498,-0.2752489144870043,-1.0685340009850113,-0.25474234277420227,-0.10909004458609615,-0.11841497994160219,0.6747704536661906,-0.8375084335382509,-0.2506664370612249,Successful (Acquired)
-0.5598087369066521,-0.8115515755936498,-0.5384148007382693,-1.0685340009850113,-0.25474234277420227,-0.0958583414207887,-0.7678117807678405,-0.6980223645437297,-0.8375084335382509,-0.9430011322378117,Failed
-0.8995120481234534,-0.8115515755936498,-0.6801195087197197,-1.0685340009850113,-0.9484687227275651,-0.0823431017590818,-0.7678117807678405,0.2457726979755905,1.387806504179946,-0.6660672541671769,Failed
-0.8995120481234534,-0.11615989823615207,-0.6801195087197197,-0.16917250083253882,-0.9484687227275651,-0.12657479519739528,-0.860582752314446,-1.64181742706305,0.27514903532084767,0.7186021361859967,Successful (Acquired)
0.879424067350653,,0.432985432138653,,0.4389840371791607,0.11821171336079261,-0.7678117807678405,0.7605700048043106,1.387806504179946,-0.38913337609654225,Successful (Acquired)
1.506142012942466,3.450990266253718,0.8251315219811973,0.7301889993199335,0.4389840371791607,-0.01079691994012773,-0.7678117807678405,0.9321691070805507,-0.2811796991087016,-0.2506664370612249,Failed
2.496134519917144,-0.8115515755936498,3.5692865710342234,-1.0685340009850113,2.520163177039249,0.04392042569586459,-0.7678117807678405,0.6747704536661906,0.27514903532084767,-0.2506664370612249,Successful (Acquired)
-0.8995120481234534,-0.8115515755936498,-0.6801195087197197,-1.0685340009850113,-0.9484687227275651,-0.13106412305705317,-0.7678117807678405,-0.18322505771500958,-0.8375084335382509,-0.9430011322378117,Failed
-0.8995120481234534,-0.1331525520061661,-0.6801195087197197,0.7301889993199335,-0.9484687227275651,-0.11617845699608229,-0.7678117807678405,1.2753673116330306,-0.8375084335382509,-0.38913337609654225,Successful (Acquired)
